Toss,HH,HT,TH,TT,P(HH),P(HT),P(TH),P(TT)
1261, 319, 318, 316, 308, 0.252974, 0.252181, 0.250595, 0.244251
1262, 319, 319, 316, 308, 0.252773, 0.252773, 0.250396, 0.244057
1263, 319, 320, 316, 308, 0.252573, 0.253365, 0.250198, 0.243864
1264, 319, 321, 316, 308, 0.252373, 0.253956, 0.25, 0.243671
1265, 319, 322, 316, 308, 0.252174, 0.254545, 0.249802, 0.243478
1266, 319, 323, 316, 308, 0.251975, 0.255134, 0.249605, 0.243286
1267, 319, 324, 316, 308, 0.251776, 0.255722, 0.249408, 0.243094
1268, 319, 325, 316, 308, 0.251577, 0.256309, 0.249211, 0.242902
1269, 319, 325, 316, 309, 0.251379, 0.256107, 0.249015, 0.243499
1270, 320, 325, 316, 309, 0.251969, 0.255906, 0.248819, 0.243307
1271, 320, 326, 316, 309, 0.25177, 0.256491, 0.248623, 0.243116
1272, 321, 326, 316, 309, 0.252358, 0.256289, 0.248428, 0.242925
1273, 321, 326, 316, 310, 0.25216, 0.256088, 0.248233, 0.243519
1274, 321, 326, 317, 310, 0.251962, 0.255887, 0.248823, 0.243328
1275, 321, 327, 317, 310, 0.251765, 0.256471, 0.248627, 0.243137
1276, 321, 327, 318, 310, 0.251567, 0.25627, 0.249216, 0.242947
1277, 322, 327, 318, 310, 0.252153, 0.256069, 0.249021, 0.242756
1278, 322, 327, 319, 310, 0.251956, 0.255869, 0.249609, 0.242567
1279, 323, 327, 319, 310, 0.252541, 0.255668, 0.249414, 0.242377
1280, 323, 328, 319, 310, 0.252344, 0.25625, 0.249219, 0.242188
1281, 323, 329, 319, 310, 0.252147, 0.256831, 0.249024, 0.241998
1282, 323, 330, 319, 310, 0.25195, 0.25741, 0.24883, 0.24181
1283, 323, 331, 319, 310, 0.251754, 0.257989, 0.248636, 0.241621
1284, 324, 331, 319, 310, 0.252336, 0.257788, 0.248442, 0.241433
1285, 324, 331, 319, 311, 0.25214, 0.257588, 0.248249, 0.242023
1286, 324, 331, 319, 312, 0.251944, 0.257387, 0.248056, 0.242613
1287, 324, 331, 320, 312, 0.251748, 0.257187, 0.24864, 0.242424
1288, 325, 331, 320, 312, 0.252329, 0.256988, 0.248447, 0.242236
1289, 325, 332, 320, 312, 0.252133, 0.257564, 0.248254, 0.242048
1290, 326, 332, 320, 312, 0.252713, 0.257364, 0.248062, 0.24186
1291, 326, 332, 320, 313, 0.252517, 0.257165, 0.24787, 0.242448
1292, 326, 332, 320, 314, 0.252322, 0.256966, 0.247678, 0.243034
1293, 327, 332, 320, 314, 0.2529, 0.256767, 0.247486, 0.242846
1294, 327, 332, 320, 315, 0.252705, 0.256569, 0.247295, 0.243431
1295, 327, 333, 320, 315, 0.25251, 0.257143, 0.247104, 0.243243
1296, 327, 333, 320, 316, 0.252315, 0.256944, 0.246914, 0.243827
1297, 327, 333, 321, 316, 0.25212, 0.256746, 0.247494, 0.243639
1298, 327, 333, 321, 317, 0.251926, 0.256549, 0.247304, 0.244222
1299, 327, 334, 321, 317, 0.251732, 0.257121, 0.247113, 0.244034
1300, 328, 334, 321, 317, 0.252308, 0.256923, 0.246923, 0.243846
1301, 328, 334, 322, 317, 0.252114, 0.256726, 0.247502, 0.243659
1302, 328, 334, 323, 317, 0.25192, 0.256528, 0.24808, 0.243472
1303, 328, 334, 323, 318, 0.251727, 0.256332, 0.247889, 0.244052
1304, 328, 334, 323, 319, 0.251534, 0.256135, 0.247699, 0.244632
1305, 328, 335, 323, 319, 0.251341, 0.256705, 0.24751, 0.244444
1306, 329, 335, 323, 319, 0.251914, 0.256508, 0.24732, 0.244257
1307, 329, 336, 323, 319, 0.251721, 0.257077, 0.247131, 0.24407
1308, 330, 336, 323, 319, 0.252294, 0.256881, 0.246942, 0.243884
1309, 331, 336, 323, 319, 0.252865, 0.256684, 0.246753, 0.243697
1310, 331, 337, 323, 319, 0.252672, 0.257252, 0.246565, 0.243511
1311, 332, 337, 323, 319, 0.253242, 0.257056, 0.246377, 0.243326
1312, 332, 338, 323, 319, 0.253049, 0.257622, 0.246189, 0.24314
1313, 332, 338, 323, 320, 0.252856, 0.257426, 0.246002, 0.243717
1314, 332, 339, 323, 320, 0.252664, 0.257991, 0.245814, 0.243531
1315, 333, 339, 323, 320, 0.253232, 0.257795, 0.245627, 0.243346
1316, 333, 339, 323, 321, 0.25304, 0.257599, 0.245441, 0.243921
1317, 333, 340, 323, 321, 0.252847, 0.258162, 0.245254, 0.243736
1318, 333, 340, 323, 322, 0.252656, 0.257967, 0.245068, 0.24431
1319, 333, 341, 323, 322, 0.252464, 0.258529, 0.244882, 0.244124
1320, 333, 342, 323, 322, 0.252273, 0.259091, 0.244697, 0.243939
1321, 333, 342, 323, 323, 0.252082, 0.258895, 0.244512, 0.244512
1322, 333, 342, 323, 324, 0.251891, 0.258699, 0.244327, 0.245083
1323, 334, 342, 323, 324, 0.252457, 0.258503, 0.244142, 0.244898
1324, 334, 343, 323, 324, 0.252266, 0.259063, 0.243958, 0.244713
1325, 334, 344, 323, 324, 0.252075, 0.259623, 0.243774, 0.244528
1326, 334, 344, 324, 324, 0.251885, 0.259427, 0.244344, 0.244344
1327, 334, 344, 324, 325, 0.251696, 0.259231, 0.24416, 0.244913
1328, 334, 344, 324, 326, 0.251506, 0.259036, 0.243976, 0.245482
1329, 334, 344, 324, 327, 0.251317, 0.258841, 0.243792, 0.24605
1330, 334, 344, 324, 328, 0.251128, 0.258647, 0.243609, 0.246617
1331, 334, 344, 325, 328, 0.250939, 0.258452, 0.244177, 0.246431
1332, 335, 344, 325, 328, 0.251502, 0.258258, 0.243994, 0.246246
1333, 336, 344, 325, 328, 0.252063, 0.258065, 0.243811, 0.246062
1334, 336, 344, 326, 328, 0.251874, 0.257871, 0.244378, 0.245877
1335, 337, 344, 326, 328, 0.252434, 0.257678, 0.244195, 0.245693
1336, 337, 344, 326, 329, 0.252246, 0.257485, 0.244012, 0.246257
1337, 337, 344, 327, 329, 0.252057, 0.257292, 0.244577, 0.246073
1338, 337, 344, 327, 330, 0.251868, 0.2571, 0.244395, 0.246637
1339, 337, 344, 328, 330, 0.25168, 0.256908, 0.244959, 0.246453
1340, 337, 344, 329, 330, 0.251493, 0.256716, 0.245522, 0.246269
1341, 337, 344, 329, 331, 0.251305, 0.256525, 0.245339, 0.246831
1342, 337, 344, 330, 331, 0.251118, 0.256334, 0.245902, 0.246647
1343, 337, 344, 331, 331, 0.250931, 0.256143, 0.246463, 0.246463
1344, 337, 345, 331, 331, 0.250744, 0.256696, 0.24628, 0.24628
1345, 337, 345, 332, 331, 0.250558, 0.256506, 0.24684, 0.246097
1346, 337, 345, 333, 331, 0.250371, 0.256315, 0.2474, 0.245914
1347, 337, 345, 334, 331, 0.250186, 0.256125, 0.247958, 0.245731
1348, 337, 345, 334, 332, 0.25, 0.255935, 0.247774, 0.246291
1349, 337, 345, 334, 333, 0.249815, 0.255745, 0.247591, 0.24685
1350, 337, 346, 334, 333, 0.24963, 0.256296, 0.247407, 0.246667
1351, 338, 346, 334, 333, 0.250185, 0.256107, 0.247224, 0.246484
1352, 338, 346, 334, 334, 0.25, 0.255917, 0.247041, 0.247041
1353, 339, 346, 334, 334, 0.250554, 0.255728, 0.246859, 0.246859
1354, 339, 347, 334, 334, 0.250369, 0.256278, 0.246677, 0.246677
1355, 339, 348, 334, 334, 0.250185, 0.256827, 0.246494, 0.246494
1356, 339, 348, 335, 334, 0.25, 0.256637, 0.24705, 0.246313
1357, 339, 348, 335, 335, 0.249816, 0.256448, 0.246868, 0.246868
1358, 339, 349, 335, 335, 0.249632, 0.256996, 0.246686, 0.246686
1359, 339, 349, 335, 336, 0.249448, 0.256806, 0.246505, 0.247241
1360, 339, 349, 335, 337, 0.249265, 0.256618, 0.246324, 0.247794
1361, 340, 349, 335, 337, 0.249816, 0.256429, 0.246143, 0.247612
1362, 341, 349, 335, 337, 0.250367, 0.256241, 0.245962, 0.24743
1363, 341, 349, 336, 337, 0.250183, 0.256053, 0.246515, 0.247249
1364, 341, 349, 337, 337, 0.25, 0.255865, 0.247067, 0.247067
1365, 341, 349, 338, 337, 0.249817, 0.255678, 0.247619, 0.246886
1366, 341, 349, 338, 338, 0.249634, 0.25549, 0.247438, 0.247438
1367, 341, 349, 338, 339, 0.249451, 0.255304, 0.247257, 0.247988
1368, 342, 349, 338, 339, 0.25, 0.255117, 0.247076, 0.247807
1369, 343, 349, 338, 339, 0.250548, 0.254931, 0.246896, 0.247626
1370, 343, 349, 339, 339, 0.250365, 0.254745, 0.247445, 0.247445
1371, 344, 349, 339, 339, 0.250912, 0.254559, 0.247265, 0.247265
1372, 344, 349, 340, 339, 0.250729, 0.254373, 0.247813, 0.247085
1373, 344, 349, 340, 340, 0.250546, 0.254188, 0.247633, 0.247633
1374, 344, 349, 341, 340, 0.250364, 0.254003, 0.24818, 0.247453
1375, 344, 349, 342, 340, 0.250182, 0.253818, 0.248727, 0.247273
1376, 344, 349, 342, 341, 0.25, 0.253634, 0.248547, 0.24782
1377, 344, 349, 342, 342, 0.249818, 0.25345, 0.248366, 0.248366
1378, 344, 349, 343, 342, 0.249637, 0.253266, 0.248911, 0.248186
1379, 344, 349, 343, 343, 0.249456, 0.253082, 0.248731, 0.248731
1380, 344, 349, 344, 343, 0.249275, 0.252899, 0.249275, 0.248551
1381, 345, 349, 344, 343, 0.249819, 0.252715, 0.249095, 0.248371
1382, 345, 350, 344, 343, 0.249638, 0.253256, 0.248915, 0.248191
1383, 346, 350, 344, 343, 0.250181, 0.253073, 0.248735, 0.248012
1384, 346, 351, 344, 343, 0.25, 0.253613, 0.248555, 0.247832
1385, 346, 351, 344, 344, 0.249819, 0.25343, 0.248375, 0.248375
1386, 346, 351, 344, 345, 0.249639, 0.253247, 0.248196, 0.248918
1387, 346, 351, 344, 346, 0.249459, 0.253064, 0.248017, 0.249459
1388, 347, 351, 344, 346, 0.25, 0.252882, 0.247839, 0.24928
1389, 347, 351, 344, 347, 0.24982, 0.2527, 0.24766, 0.24982
1390, 347, 352, 344, 347, 0.24964, 0.253237, 0.247482, 0.24964
1391, 347, 352, 345, 347, 0.249461, 0.253055, 0.248023, 0.249461
1392, 347, 352, 345, 348, 0.249282, 0.252874, 0.247845, 0.25
1393, 347, 353, 345, 348, 0.249103, 0.25341, 0.247667, 0.249821
1394, 347, 354, 345, 348, 0.248924, 0.253945, 0.247489, 0.249641
1395, 347, 355, 345, 348, 0.248746, 0.25448, 0.247312, 0.249462
1396, 347, 355, 345, 349, 0.248567, 0.254298, 0.247135, 0.25
1397, 348, 355, 345, 349, 0.249105, 0.254116, 0.246958, 0.249821
1398, 348, 355, 346, 349, 0.248927, 0.253934, 0.247496, 0.249642
1399, 348, 355, 346, 350, 0.248749, 0.253753, 0.24732, 0.250179
1400, 348, 356, 346, 350, 0.248571, 0.254286, 0.247143, 0.25
1401, 348, 356, 346, 351, 0.248394, 0.254104, 0.246966, 0.250535
1402, 348, 356, 347, 351, 0.248217, 0.253923, 0.247504, 0.250357
1403, 348, 356, 348, 351, 0.24804, 0.253742, 0.24804, 0.250178
1404, 348, 356, 348, 352, 0.247863, 0.253561, 0.247863, 0.250712
1405, 348, 356, 349, 352, 0.247687, 0.253381, 0.248399, 0.250534
1406, 348, 357, 349, 352, 0.247511, 0.253912, 0.248222, 0.250356
1407, 348, 357, 350, 352, 0.247335, 0.253731, 0.248756, 0.250178
1408, 349, 357, 350, 352, 0.247869, 0.253551, 0.24858, 0.25
1409, 349, 357, 350, 353, 0.247693, 0.253371, 0.248403, 0.250532
1410, 349, 357, 350, 354, 0.247518, 0.253191, 0.248227, 0.251064
1411, 349, 357, 351, 354, 0.247342, 0.253012, 0.24876, 0.250886
1412, 349, 357, 352, 354, 0.247167, 0.252833, 0.249292, 0.250708
1413, 349, 358, 352, 354, 0.246992, 0.253362, 0.249115, 0.250531
1414, 350, 358, 352, 354, 0.247525, 0.253182, 0.248939, 0.250354
1415, 350, 359, 352, 354, 0.24735, 0.25371, 0.248763, 0.250177
1416, 350, 360, 352, 354, 0.247175, 0.254237, 0.248588, 0.25
1417, 350, 360, 352, 355, 0.247001, 0.254058, 0.248412, 0.250529
1418, 350, 361, 352, 355, 0.246827, 0.254584, 0.248237, 0.250353
1419, 350, 361, 352, 356, 0.246653, 0.254405, 0.248062, 0.250881
1420, 351, 361, 352, 356, 0.247183, 0.254225, 0.247887, 0.250704
1421, 351, 362, 352, 356, 0.247009, 0.25475, 0.247713, 0.250528
1422, 351, 362, 352, 357, 0.246835, 0.254571, 0.247539, 0.251055
1423, 351, 362, 353, 357, 0.246662, 0.254392, 0.248067, 0.250878
1424, 351, 363, 353, 357, 0.246489, 0.254916, 0.247893, 0.250702
1425, 351, 363, 354, 357, 0.246316, 0.254737, 0.248421, 0.250526
1426, 352, 363, 354, 357, 0.246844, 0.254558, 0.248247, 0.250351
1427, 352, 363, 355, 357, 0.246671, 0.25438, 0.248774, 0.250175
1428, 352, 363, 355, 358, 0.246499, 0.254202, 0.248599, 0.2507
1429, 352, 364, 355, 358, 0.246326, 0.254724, 0.248425, 0.250525
1430, 352, 365, 355, 358, 0.246154, 0.255245, 0.248252, 0.25035
1431, 353, 365, 355, 358, 0.246681, 0.255066, 0.248078, 0.250175
1432, 353, 365, 355, 359, 0.246508, 0.254888, 0.247905, 0.250698
1433, 353, 365, 356, 359, 0.246336, 0.25471, 0.24843, 0.250523
1434, 354, 365, 356, 359, 0.246862, 0.254533, 0.248257, 0.250349
1435, 354, 365, 357, 359, 0.24669, 0.254355, 0.24878, 0.250174
1436, 354, 365, 358, 359, 0.246518, 0.254178, 0.249304, 0.25
1437, 355, 365, 358, 359, 0.247042, 0.254001, 0.24913, 0.249826
1438, 355, 365, 359, 359, 0.246871, 0.253825, 0.249652, 0.249652
1439, 356, 365, 359, 359, 0.247394, 0.253648, 0.249479, 0.249479
1440, 356, 365, 360, 359, 0.247222, 0.253472, 0.25, 0.249306
1441, 356, 365, 360, 360, 0.247051, 0.253296, 0.249827, 0.249827
1442, 356, 366, 360, 360, 0.246879, 0.253814, 0.249653, 0.249653
1443, 356, 366, 360, 361, 0.246708, 0.253638, 0.24948, 0.250173
1444, 356, 367, 360, 361, 0.246537, 0.254155, 0.249307, 0.25
1445, 357, 367, 360, 361, 0.247059, 0.253979, 0.249135, 0.249827
1446, 357, 368, 360, 361, 0.246888, 0.254495, 0.248963, 0.249654
1447, 357, 368, 360, 362, 0.246717, 0.254319, 0.248791, 0.250173
1448, 358, 368, 360, 362, 0.247238, 0.254144, 0.248619, 0.25
1449, 358, 368, 361, 362, 0.247067, 0.253968, 0.249137, 0.249827
1450, 358, 368, 361, 363, 0.246897, 0.253793, 0.248966, 0.250345
1451, 358, 368, 362, 363, 0.246726, 0.253618, 0.249483, 0.250172
1452, 359, 368, 362, 363, 0.247245, 0.253444, 0.249311, 0.25
1453, 359, 368, 363, 363, 0.247075, 0.253269, 0.249828, 0.249828
1454, 359, 368, 363, 364, 0.246905, 0.253095, 0.249656, 0.250344
1455, 359, 368, 363, 365, 0.246735, 0.252921, 0.249485, 0.250859
1456, 359, 369, 363, 365, 0.246566, 0.253434, 0.249313, 0.250687
1457, 359, 370, 363, 365, 0.246397, 0.253946, 0.249142, 0.250515
1458, 359, 370, 363, 366, 0.246228, 0.253772, 0.248971, 0.251029
1459, 359, 371, 363, 366, 0.246059, 0.254284, 0.248801, 0.250857
1460, 359, 371, 364, 366, 0.24589, 0.25411, 0.249315, 0.250685
1461, 359, 372, 364, 366, 0.245722, 0.25462, 0.249144, 0.250513
1462, 359, 372, 365, 366, 0.245554, 0.254446, 0.249658, 0.250342
1463, 359, 372, 365, 367, 0.245386, 0.254272, 0.249487, 0.250854
1464, 360, 372, 365, 367, 0.245902, 0.254098, 0.249317, 0.250683
1465, 360, 373, 365, 367, 0.245734, 0.254608, 0.249147, 0.250512
1466, 360, 374, 365, 367, 0.245566, 0.255116, 0.248977, 0.250341
1467, 360, 374, 366, 367, 0.245399, 0.254942, 0.249489, 0.25017
1468, 360, 375, 366, 367, 0.245232, 0.25545, 0.249319, 0.25
1469, 360, 375, 367, 367, 0.245065, 0.255276, 0.24983, 0.24983
1470, 360, 376, 367, 367, 0.244898, 0.255782, 0.24966, 0.24966
1471, 360, 377, 367, 367, 0.244731, 0.256288, 0.24949, 0.24949
1472, 360, 378, 367, 367, 0.244565, 0.256793, 0.249321, 0.249321
1473, 360, 378, 368, 367, 0.244399, 0.256619, 0.24983, 0.249151
1474, 360, 378, 369, 367, 0.244233, 0.256445, 0.250339, 0.248982
1475, 360, 379, 369, 367, 0.244068, 0.256949, 0.250169, 0.248814
1476, 360, 379, 369, 368, 0.243902, 0.256775, 0.25, 0.249322
1477, 361, 379, 369, 368, 0.244414, 0.256601, 0.249831, 0.249154
1478, 361, 379, 369, 369, 0.244249, 0.256428, 0.249662, 0.249662
1479, 362, 379, 369, 369, 0.24476, 0.256254, 0.249493, 0.249493
1480, 362, 380, 369, 369, 0.244595, 0.256757, 0.249324, 0.249324
1481, 362, 380, 369, 370, 0.244429, 0.256583, 0.249156, 0.249831
1482, 362, 381, 369, 370, 0.244265, 0.257085, 0.248988, 0.249663
1483, 363, 381, 369, 370, 0.244774, 0.256912, 0.24882, 0.249494
1484, 363, 381, 370, 370, 0.244609, 0.256739, 0.249326, 0.249326
1485, 363, 381, 370, 371, 0.244444, 0.256566, 0.249158, 0.249832
1486, 363, 382, 370, 371, 0.24428, 0.257066, 0.248991, 0.249664
1487, 363, 382, 370, 372, 0.244116, 0.256893, 0.248823, 0.250168
1488, 364, 382, 370, 372, 0.244624, 0.25672, 0.248656, 0.25
1489, 364, 382, 371, 372, 0.244459, 0.256548, 0.249161, 0.249832
1490, 364, 383, 371, 372, 0.244295, 0.257047, 0.248993, 0.249664
1491, 364, 383, 371, 373, 0.244131, 0.256875, 0.248826, 0.250168
1492, 365, 383, 371, 373, 0.244638, 0.256702, 0.24866, 0.25
1493, 365, 383, 372, 373, 0.244474, 0.25653, 0.249163, 0.249833
1494, 365, 383, 372, 374, 0.244311, 0.256359, 0.248996, 0.250335
1495, 365, 383, 373, 374, 0.244147, 0.256187, 0.249498, 0.250167
1496, 365, 383, 374, 374, 0.243984, 0.256016, 0.25, 0.25
1497, 365, 383, 375, 374, 0.243821, 0.255845, 0.250501, 0.249833
1498, 365, 384, 375, 374, 0.243658, 0.256342, 0.250334, 0.249666
1499, 365, 384, 375, 375, 0.243496, 0.256171, 0.250167, 0.250167
1500, 366, 384, 375, 375, 0.244, 0.256, 0.25, 0.25
1501, 366, 385, 375, 375, 0.243837, 0.256496, 0.249833, 0.249833
1502, 366, 386, 375, 375, 0.243675, 0.256991, 0.249667, 0.249667
1503, 366, 387, 375, 375, 0.243513, 0.257485, 0.249501, 0.249501
1504, 366, 387, 376, 375, 0.243351, 0.257314, 0.25, 0.249335
1505, 366, 388, 376, 375, 0.243189, 0.257807, 0.249834, 0.249169
1506, 366, 388, 376, 376, 0.243028, 0.257636, 0.249668, 0.249668
1507, 366, 389, 376, 376, 0.242867, 0.258129, 0.249502, 0.249502
1508, 367, 389, 376, 376, 0.243369, 0.257958, 0.249337, 0.249337
1509, 367, 389, 376, 377, 0.243207, 0.257787, 0.249172, 0.249834
1510, 367, 389, 376, 378, 0.243046, 0.257616, 0.249007, 0.250331
1511, 367, 390, 376, 378, 0.242886, 0.258107, 0.248842, 0.250165
1512, 367, 391, 376, 378, 0.242725, 0.258598, 0.248677, 0.25
1513, 367, 391, 377, 378, 0.242564, 0.258427, 0.249174, 0.249835
1514, 367, 391, 377, 379, 0.242404, 0.258256, 0.249009, 0.25033
1515, 367, 391, 378, 379, 0.242244, 0.258086, 0.249505, 0.250165
1516, 367, 391, 379, 379, 0.242084, 0.257916, 0.25, 0.25
1517, 368, 391, 379, 379, 0.242584, 0.257746, 0.249835, 0.249835
1518, 368, 391, 379, 380, 0.242424, 0.257576, 0.249671, 0.250329
1519, 368, 391, 379, 381, 0.242265, 0.257406, 0.249506, 0.250823
1520, 369, 391, 379, 381, 0.242763, 0.257237, 0.249342, 0.250658
1521, 370, 391, 379, 381, 0.243261, 0.257068, 0.249178, 0.250493
1522, 371, 391, 379, 381, 0.243758, 0.256899, 0.249014, 0.250329
1523, 371, 392, 379, 381, 0.243598, 0.257387, 0.248851, 0.250164
1524, 371, 392, 380, 381, 0.243438, 0.257218, 0.249344, 0.25
1525, 371, 392, 381, 381, 0.243279, 0.257049, 0.249836, 0.249836
1526, 371, 393, 381, 381, 0.243119, 0.257536, 0.249672, 0.249672
1527, 372, 393, 381, 381, 0.243615, 0.257367, 0.249509, 0.249509
1528, 372, 393, 382, 381, 0.243455, 0.257199, 0.25, 0.249346
1529, 372, 394, 382, 381, 0.243296, 0.257685, 0.249836, 0.249182
1530, 373, 394, 382, 381, 0.243791, 0.257516, 0.249673, 0.24902
1531, 374, 394, 382, 381, 0.244285, 0.257348, 0.24951, 0.248857
1532, 374, 395, 382, 381, 0.244125, 0.257833, 0.249347, 0.248695
1533, 374, 396, 382, 381, 0.243966, 0.258317, 0.249185, 0.248532
1534, 374, 396, 383, 381, 0.243807, 0.258149, 0.249674, 0.24837
1535, 375, 396, 383, 381, 0.2443, 0.25798, 0.249511, 0.248208
1536, 375, 396, 384, 381, 0.244141, 0.257812, 0.25, 0.248047
1537, 375, 396, 385, 381, 0.243982, 0.257645, 0.250488, 0.247885
1538, 375, 396, 385, 382, 0.243823, 0.257477, 0.250325, 0.248375
1539, 375, 396, 385, 383, 0.243665, 0.25731, 0.250162, 0.248863
1540, 375, 396, 385, 384, 0.243506, 0.257143, 0.25, 0.249351
1541, 375, 396, 385, 385, 0.243348, 0.256976, 0.249838, 0.249838
1542, 375, 397, 385, 385, 0.243191, 0.257458, 0.249676, 0.249676
1543, 375, 397, 385, 386, 0.243033, 0.257291, 0.249514, 0.250162
1544, 375, 397, 385, 387, 0.242876, 0.257124, 0.249352, 0.250648
1545, 376, 397, 385, 387, 0.243366, 0.256958, 0.249191, 0.250485
1546, 376, 398, 385, 387, 0.243208, 0.257439, 0.24903, 0.250323
1547, 376, 399, 385, 387, 0.243051, 0.257919, 0.248869, 0.250162
1548, 377, 399, 385, 387, 0.24354, 0.257752, 0.248708, 0.25
1549, 377, 399, 385, 388, 0.243383, 0.257586, 0.248547, 0.250484
1550, 378, 399, 385, 388, 0.243871, 0.257419, 0.248387, 0.250323
1551, 379, 399, 385, 388, 0.244358, 0.257253, 0.248227, 0.250161
1552, 380, 399, 385, 388, 0.244845, 0.257088, 0.248067, 0.25
1553, 381, 399, 385, 388, 0.245332, 0.256922, 0.247907, 0.249839
1554, 381, 399, 385, 389, 0.245174, 0.256757, 0.247748, 0.250322
1555, 382, 399, 385, 389, 0.245659, 0.256592, 0.247588, 0.250161
1556, 382, 399, 385, 390, 0.245501, 0.256427, 0.247429, 0.250643
1557, 383, 399, 385, 390, 0.245986, 0.256262, 0.24727, 0.250482
1558, 383, 399, 385, 391, 0.245828, 0.256098, 0.247112, 0.250963
1559, 383, 399, 385, 392, 0.24567, 0.255933, 0.246953, 0.251443
1560, 384, 399, 385, 392, 0.246154, 0.255769, 0.246795, 0.251282
1561, 384, 400, 385, 392, 0.245996, 0.256246, 0.246637, 0.251121
1562, 384, 401, 385, 392, 0.245839, 0.256722, 0.246479, 0.25096
1563, 384, 401, 386, 392, 0.245681, 0.256558, 0.246961, 0.2508
1564, 384, 402, 386, 392, 0.245524, 0.257033, 0.246803, 0.250639
1565, 384, 402, 387, 392, 0.245367, 0.256869, 0.247284, 0.250479
1566, 385, 402, 387, 392, 0.245849, 0.256705, 0.247126, 0.250319
1567, 385, 402, 388, 392, 0.245692, 0.256541, 0.247607, 0.25016
1568, 385, 402, 388, 393, 0.245536, 0.256378, 0.247449, 0.250638
1569, 385, 402, 388, 394, 0.245379, 0.256214, 0.247291, 0.251115
1570, 385, 403, 388, 394, 0.245223, 0.256688, 0.247134, 0.250955
1571, 385, 403, 388, 395, 0.245067, 0.256525, 0.246976, 0.251432
1572, 385, 403, 388, 396, 0.244911, 0.256361, 0.246819, 0.251908
1573, 385, 404, 388, 396, 0.244755, 0.256834, 0.246662, 0.251748
1574, 385, 404, 388, 397, 0.2446, 0.256671, 0.246506, 0.252224
1575, 386, 404, 388, 397, 0.245079, 0.256508, 0.246349, 0.252063
1576, 386, 405, 388, 397, 0.244924, 0.25698, 0.246193, 0.251904
1577, 386, 405, 389, 397, 0.244769, 0.256817, 0.246671, 0.251744
1578, 386, 405, 389, 398, 0.244613, 0.256654, 0.246515, 0.252218
1579, 386, 405, 390, 398, 0.244459, 0.256491, 0.246992, 0.252058
1580, 386, 406, 390, 398, 0.244304, 0.256962, 0.246835, 0.251899
1581, 386, 406, 390, 399, 0.244149, 0.256799, 0.246679, 0.252372
1582, 386, 406, 390, 400, 0.243995, 0.256637, 0.246523, 0.252845
1583, 386, 407, 390, 400, 0.243841, 0.257107, 0.246368, 0.252685
1584, 386, 407, 390, 401, 0.243687, 0.256944, 0.246212, 0.253157
1585, 386, 407, 391, 401, 0.243533, 0.256782, 0.246688, 0.252997
1586, 387, 407, 391, 401, 0.24401, 0.25662, 0.246532, 0.252837
1587, 387, 407, 391, 402, 0.243856, 0.256459, 0.246377, 0.253308
1588, 388, 407, 391, 402, 0.244332, 0.256297, 0.246222, 0.253149
1589, 388, 407, 392, 402, 0.244179, 0.256136, 0.246696, 0.252989
1590, 389, 407, 392, 402, 0.244654, 0.255975, 0.246541, 0.25283
1591, 389, 407, 392, 403, 0.2445, 0.255814, 0.246386, 0.2533
1592, 389, 408, 392, 403, 0.244347, 0.256281, 0.246231, 0.253141
1593, 390, 408, 392, 403, 0.244821, 0.256121, 0.246077, 0.252982
1594, 390, 408, 392, 404, 0.244668, 0.25596, 0.245922, 0.25345
1595, 390, 409, 392, 404, 0.244514, 0.256426, 0.245768, 0.253292
1596, 390, 409, 392, 405, 0.244361, 0.256266, 0.245614, 0.253759
1597, 390, 409, 393, 405, 0.244208, 0.256105, 0.246086, 0.253601
1598, 390, 409, 394, 405, 0.244055, 0.255945, 0.246558, 0.253442
1599, 391, 409, 394, 405, 0.244528, 0.255785, 0.246404, 0.253283
1600, 392, 409, 394, 405, 0.245, 0.255625, 0.24625, 0.253125
1601, 392, 410, 394, 405, 0.244847, 0.25609, 0.246096, 0.252967
1602, 392, 410, 395, 405, 0.244694, 0.25593, 0.246567, 0.252809
1603, 392, 410, 395, 406, 0.244541, 0.25577, 0.246413, 0.253275
1604, 392, 411, 395, 406, 0.244389, 0.256234, 0.246259, 0.253117
1605, 392, 411, 395, 407, 0.244237, 0.256075, 0.246106, 0.253583
1606, 392, 411, 395, 408, 0.244085, 0.255915, 0.245953, 0.254047
1607, 393, 411, 395, 408, 0.244555, 0.255756, 0.2458, 0.253889
1608, 393, 411, 396, 408, 0.244403, 0.255597, 0.246269, 0.253731
1609, 393, 412, 396, 408, 0.244251, 0.25606, 0.246116, 0.253574
1610, 393, 413, 396, 408, 0.244099, 0.256522, 0.245963, 0.253416
1611, 393, 413, 397, 408, 0.243948, 0.256363, 0.246431, 0.253259
1612, 393, 413, 398, 408, 0.243797, 0.256203, 0.246898, 0.253102
1613, 393, 413, 398, 409, 0.243645, 0.256045, 0.246745, 0.253565
1614, 394, 413, 398, 409, 0.244114, 0.255886, 0.246592, 0.253408
1615, 394, 414, 398, 409, 0.243963, 0.256347, 0.24644, 0.253251
1616, 394, 414, 399, 409, 0.243812, 0.256188, 0.246906, 0.253094
1617, 395, 414, 399, 409, 0.24428, 0.25603, 0.246753, 0.252938
1618, 395, 414, 399, 410, 0.244129, 0.255871, 0.246601, 0.253399
1619, 396, 414, 399, 410, 0.244595, 0.255713, 0.246448, 0.253243
